Episode,Total Reward,Epsilon
3547,-11.199999999999983,0.010
3548,-10.199999999999982,0.010
3549,100.5,0.010
3550,104.0,0.010
3551,101.8,0.010
3552,101.8,0.010
3553,-10.799999999999981,0.010
3554,101.4,0.010
3555,100.6,0.010
3556,-10.399999999999983,0.010
3557,101.2,0.010
3558,101.4,0.010
3559,101.2,0.010
3560,-10.19999999999998,0.010
3561,101.8,0.010
3562,73.3,0.010
3563,-9.99999999999998,0.010
3564,101.2,0.010
3565,101.8,0.010
3566,104.0,0.010
3567,105.1,0.010
3568,-11.79999999999999,0.010
3569,-10.599999999999982,0.010
3570,101.8,0.010
3571,-10.199999999999982,0.010
3572,101.4,0.010
3573,101.8,0.010
3574,101.8,0.010
3575,101.2,0.010
3576,101.8,0.010
3577,101.2,0.010
3578,101.2,0.010
3579,101.2,0.010
3580,101.2,0.010
3581,101.2,0.010
3582,-10.79999999999998,0.010
3583,101.2,0.010
3584,101.8,0.010
3585,101.4,0.010
3586,100.6,0.010
3587,-12.39999999999998,0.010
3588,100.6,0.010
3589,105.6,0.010
3590,75.2,0.010
3591,103.8,0.010
3592,102.1,0.010
3593,-10.99999999999998,0.010
3594,-10.399999999999983,0.010
3595,101.8,0.010
3596,-10.199999999999982,0.010
3597,101.4,0.010
3598,103.8,0.010
3599,175.1,0.010
3600,72.9,0.010
3601,102.3,0.010
3602,-10.799999999999983,0.010
3603,101.0,0.010
3604,101.8,0.010
3605,-9.499999999999986,0.010
3606,171.0,0.010
3607,103.0,0.010
3608,75.0,0.010
3609,101.8,0.010
3610,-10.59999999999998,0.010
3611,69.3,0.010
3612,101.2,0.010
3613,101.8,0.010
3614,101.8,0.010
3615,101.2,0.010
3616,104.2,0.010
3617,101.8,0.010
3618,99.7,0.010
3619,101.2,0.010
3620,101.8,0.010
3621,68.7,0.010
3622,101.8,0.010
3623,102.7,0.010
3624,101.0,0.010
3625,101.2,0.010
3626,105.7,0.010
3627,68.9,0.010
3628,101.8,0.010
3629,101.8,0.010
3630,72.9,0.010
3631,101.3,0.010
3632,-10.599999999999982,0.010
3633,99.7,0.010
3634,72.9,0.010
3635,-10.799999999999981,0.010
3636,100.8,0.010
3637,-10.39999999999998,0.010
3638,106.7,0.010
3639,24.19999999999996,0.010
3640,101.2,0.010
3641,101.8,0.010
3642,101.2,0.010
3643,102.9,0.010
3644,100.6,0.010
3645,-10.599999999999982,0.010
3646,105.0,0.010
3647,101.2,0.010
3648,101.3,0.010
3649,104.1,0.010
3650,101.2,0.010
3651,175.3,0.010
3652,101.8,0.010
3653,101.8,0.010
3654,101.8,0.010
3655,104.2,0.010
3656,-10.59999999999998,0.010
3657,-10.599999999999982,0.010
3658,102.0,0.010
3659,-10.59999999999998,0.010
3660,-10.799999999999983,0.010
3661,100.3,0.010
3662,103.8,0.010
3663,100.6,0.010
3664,100.6,0.010
3665,101.2,0.010
3666,100.6,0.010
3667,-12.799999999999983,0.010
3668,101.2,0.010
3669,99.7,0.010
3670,101.5,0.010
3671,101.2,0.010
3672,101.5,0.010
3673,101.8,0.010
3674,99.7,0.010
3675,101.2,0.010
3676,99.7,0.010
3677,100.6,0.010
3678,101.2,0.010
3679,101.2,0.010
3680,105.7,0.010
3681,101.8,0.010
3682,101.2,0.010
3683,102.1,0.010
3684,100.0,0.010
3685,104.2,0.010
3686,101.8,0.010
3687,101.2,0.010
3688,57.8,0.010
3689,104.0,0.010
3690,105.2,0.010
3691,99.7,0.010
3692,-12.99999999999999,0.010
3693,101.5,0.010
3694,101.2,0.010
3695,103.8,0.010
3696,99.7,0.010
3697,-10.199999999999982,0.010
3698,-10.799999999999983,0.010
3699,101.8,0.010
3700,99.7,0.010
3701,102.3,0.010
3702,115.7,0.010
3703,101.5,0.010
3704,72.9,0.010
3705,101.8,0.010
3706,101.2,0.010
3707,103.3,0.010
3708,99.9,0.010
3709,75.2,0.010
3710,100.6,0.010
3711,104.1,0.010
3712,101.4,0.010
3713,101.2,0.010
3714,100.0,0.010
3715,71.2,0.010
3716,101.2,0.010
3717,103.0,0.010
3718,101.7,0.010
3719,105.3,0.010
3720,-11.199999999999985,0.010
3721,101.8,0.010
3722,-10.799999999999981,0.010
3723,101.2,0.010
3724,101.5,0.010
3725,169.4,0.010
3726,104.2,0.010
3727,101.2,0.010
3728,101.8,0.010
3729,74.9,0.010
3730,167.2,0.010
3731,101.8,0.010
3732,-10.199999999999982,0.010
3733,100.6,0.010
3734,-12.599999999999987,0.010
3735,101.8,0.010
3736,101.2,0.010
3737,99.7,0.010
3738,101.8,0.010
3739,101.4,0.010
3740,102.1,0.010
3741,101.2,0.010
3742,-10.999999999999982,0.010
3743,-10.39999999999998,0.010
3744,101.2,0.010
3745,101.2,0.010
3746,103.4,0.010
3747,99.7,0.010
3748,100.3,0.010
3749,102.7,0.010
3750,104.2,0.010
3751,101.8,0.010
3752,-10.599999999999982,0.010
3753,-10.399999999999983,0.010
3754,171.0,0.010
3755,101.2,0.010
3756,-11.99999999999998,0.010
3757,100.9,0.010
3758,99.7,0.010
3759,102.1,0.010
3760,101.8,0.010
3761,106.2,0.010
3762,101.2,0.010
3763,101.8,0.010
3764,101.2,0.010
3765,171.1,0.010
3766,102.3,0.010
3767,99.7,0.010
3768,103.6,0.010
3769,99.7,0.010
3770,101.2,0.010
3771,101.4,0.010
3772,-10.39999999999998,0.010
3773,115.3,0.010
3774,100.0,0.010
3775,104.5,0.010
3776,103.8,0.010
3777,101.5,0.010
3778,101.2,0.010
3779,100.6,0.010
3780,101.2,0.010
3781,101.2,0.010
3782,101.2,0.010
3783,101.4,0.010
3784,101.5,0.010
3785,99.7,0.010
3786,100.4,0.010
3787,99.4,0.010
3788,-10.399999999999983,0.010
3789,101.8,0.010
3790,101.2,0.010
3791,101.2,0.010
3792,104.2,0.010
3793,-12.799999999999983,0.010
3794,132.0,0.010
3795,101.5,0.010
3796,-10.399999999999983,0.010
3797,101.2,0.010
3798,103.0,0.010
3799,102.3,0.010
3800,101.8,0.010
3801,-10.599999999999982,0.010
3802,75.2,0.010
3803,167.0,0.010
3804,100.6,0.010
3805,99.7,0.010
3806,101.4,0.010
3807,101.2,0.010
3808,2.3000000000000096,0.010
3809,-10.199999999999982,0.010
3810,105.7,0.010
3811,102.1,0.010
3812,101.8,0.010
3813,106.9,0.010
3814,-10.399999999999983,0.010
3815,-14.799999999999981,0.010
3816,101.8,0.010
3817,-2.4999999999999956,0.010
3818,68.9,0.010
3819,101.2,0.010
3820,101.8,0.010
3821,100.9,0.010
3822,101.3,0.010
3823,101.8,0.010
3824,100.0,0.010
3825,102.7,0.010
3826,101.8,0.010
3827,105.4,0.010
3828,102.1,0.010
3829,100.3,0.010
3830,101.2,0.010
3831,101.2,0.010
3832,-10.199999999999982,0.010
3833,100.6,0.010
3834,101.2,0.010
3835,102.7,0.010
3836,-11.199999999999985,0.010
3837,99.7,0.010
3838,101.8,0.010
3839,-10.19999999999998,0.010
3840,-10.39999999999998,0.010
3841,-11.199999999999982,0.010
3842,99.7,0.010
3843,99.7,0.010
3844,104.2,0.010
3845,101.2,0.010
3846,69.90000000000003,0.010
3847,103.6,0.010
3848,101.2,0.010
3849,100.6,0.010
3850,101.8,0.010
3851,101.2,0.010
3852,-10.199999999999982,0.010
3853,103.9,0.010
3854,101.8,0.010
3855,100.6,0.010
3856,102.4,0.010
3857,-10.999999999999979,0.010
3858,101.2,0.010
3859,-10.399999999999983,0.010
3860,101.8,0.010
3861,105.3,0.010
3862,99.7,0.010
3863,101.2,0.010
3864,100.6,0.010
3865,71.4,0.010
3866,56.299999999999976,0.010
3867,-10.59999999999998,0.010
3868,105.1,0.010
3869,101.2,0.010
3870,100.0,0.010
3871,102.1,0.010
3872,101.8,0.010
3873,-10.799999999999983,0.010
3874,101.1,0.010
3875,101.2,0.010
3876,101.3,0.010
3877,-12.59999999999998,0.010
3878,105.7,0.010
3879,101.2,0.010
3880,100.4,0.010
3881,103.8,0.010
3882,75.0,0.010
3883,101.2,0.010
3884,-10.39999999999998,0.010
3885,-9.99999999999998,0.010
3886,73.3,0.010
3887,101.2,0.010
3888,73.10000000000001,0.010
3889,99.7,0.010
3890,-10.599999999999982,0.010
3891,102.4,0.010
3892,101.8,0.010
3893,-10.199999999999982,0.010
3894,101.8,0.010
3895,171.20000000000002,0.010
3896,-10.99999999999998,0.010
3897,101.2,0.010
3898,100.6,0.010
3899,101.0,0.010
3900,104.2,0.010
3901,100.8,0.010
3902,101.8,0.010
3903,99.7,0.010
3904,63.09999999999998,0.010
3905,101.2,0.010
3906,-11.19999999999998,0.010
3907,102.1,0.010
3908,-10.399999999999983,0.010
3909,101.2,0.010
3910,101.4,0.010
3911,-10.999999999999984,0.010
3912,101.8,0.010
3913,100.6,0.010
3914,101.2,0.010
3915,99.7,0.010
3916,101.2,0.010
3917,104.4,0.010
3918,101.2,0.010
3919,101.8,0.010
3920,100.0,0.010
3921,101.2,0.010
3922,101.2,0.010
3923,103.8,0.010
3924,100.6,0.010
3925,99.7,0.010
3926,63.100000000000016,0.010
3927,101.2,0.010
3928,105.4,0.010
3929,101.8,0.010
3930,-14.59999999999999,0.010
3931,105.3,0.010
3932,73.10000000000001,0.010
3933,101.8,0.010
3934,101.2,0.010
3935,101.4,0.010
3936,170.99999999999997,0.010
3937,101.0,0.010
3938,103.2,0.010
3939,101.5,0.010
3940,101.2,0.010
3941,101.8,0.010
3942,101.2,0.010
3943,101.8,0.010
3944,101.2,0.010
3945,101.2,0.010
3946,99.4,0.010
3947,99.7,0.010
3948,101.2,0.010
3949,100.8,0.010
3950,-10.199999999999982,0.010
3951,100.3,0.010
3952,175.1,0.010
3953,103.0,0.010
3954,-10.999999999999986,0.010
3955,99.7,0.010
3956,102.4,0.010
3957,-13.399999999999975,0.010
3958,101.4,0.010
3959,102.8,0.010
3960,70.8,0.010
3961,101.2,0.010
3962,101.2,0.010
3963,104.2,0.010
3964,100.0,0.010
3965,-10.39999999999998,0.010
3966,101.2,0.010
3967,-10.79999999999998,0.010
3968,101.8,0.010
3969,101.8,0.010
3970,100.8,0.010
3971,99.7,0.010
3972,100.5,0.010
3973,100.6,0.010
3974,101.4,0.010
3975,101.8,0.010
3976,75.0,0.010
3977,101.2,0.010
3978,101.2,0.010
3979,101.8,0.010
3980,101.2,0.010
3981,101.8,0.010
3982,-5.799999999999981,0.010
3983,105.1,0.010
3984,101.8,0.010
3985,101.8,0.010
3986,101.2,0.010
3987,103.9,0.010
3988,101.2,0.010
3989,162.8,0.010
3990,101.2,0.010
3991,-11.199999999999985,0.010
3992,-10.199999999999982,0.010
3993,101.2,0.010
3994,101.8,0.010
3995,101.8,0.010
3996,101.5,0.010
3997,101.4,0.010
3998,102.2,0.010
3999,101.0,0.010
4000,-10.19999999999998,0.010
4001,104.2,0.010
4002,101.2,0.010
4003,100.6,0.010
4004,101.8,0.010
4005,101.8,0.010
4006,101.2,0.010
4007,118.8,0.010
4008,101.8,0.010
4009,107.30000000000015,0.010
4010,100.5,0.010
4011,101.2,0.010
4012,105.7,0.010
4013,75.0,0.010
4014,102.7,0.010
4015,101.2,0.010
4016,99.5,0.010
4017,101.2,0.010
4018,101.8,0.010
4019,104.2,0.010
4020,16.199999999999907,0.010
4021,-10.19999999999998,0.010
4022,99.7,0.010
4023,101.2,0.010
4024,97.50000000000001,0.010
4025,73.3,0.010
4026,99.7,0.010
4027,101.8,0.010
4028,100.3,0.010
4029,102.7,0.010
4030,101.2,0.010
4031,44.59999999999995,0.010
4032,101.8,0.010
4033,99.7,0.010
4034,104.2,0.010
4035,101.8,0.010
4036,99.7,0.010
4037,37.89999999999996,0.010
4038,101.2,0.010
4039,15.299999999999915,0.010
4040,101.8,0.010
4041,102.7,0.010
4042,102.7,0.010
4043,100.0,0.010
4044,103.8,0.010
4045,103.8,0.010
4046,101.2,0.010
4047,-10.199999999999982,0.010
4048,101.8,0.010
4049,-10.399999999999983,0.010
4050,99.7,0.010
4051,101.8,0.010
4052,102.1,0.010
4053,99.7,0.010
4054,101.2,0.010
4055,104.0,0.010
4056,99.7,0.010
4057,-8.699999999999987,0.010
4058,101.2,0.010
4059,101.2,0.010
4060,102.7,0.010
4061,101.2,0.010
4062,101.2,0.010
4063,101.8,0.010
4064,104.0,0.010
4065,103.0,0.010
4066,98.2,0.010
4067,108.4,0.010
4068,101.8,0.010
4069,101.8,0.010
4070,101.2,0.010
4071,101.8,0.010
4072,101.2,0.010
4073,102.7,0.010
4074,101.8,0.010
4075,99.7,0.010
4076,101.8,0.010
4077,102.7,0.010
4078,101.8,0.010
4079,100.6,0.010
4080,101.8,0.010
4081,103.6,0.010
4082,101.8,0.010
4083,103.8,0.010
4084,-10.39999999999998,0.010
4085,-10.59999999999998,0.010
4086,-11.199999999999985,0.010
4087,101.2,0.010
4088,75.0,0.010
4089,73.0,0.010
4090,102.7,0.010
4091,101.8,0.010
4092,100.6,0.010
4093,99.7,0.010
4094,63.69999999999995,0.010
4095,101.2,0.010
4096,105.7,0.010
4097,101.4,0.010
4098,101.2,0.010
4099,101.2,0.010
4100,104.6,0.010
4101,101.2,0.010
4102,-10.39999999999998,0.010
4103,-11.199999999999982,0.010
4104,101.8,0.010
4105,-11.999999999999984,0.010
4106,101.8,0.010
4107,101.2,0.010
4108,101.2,0.010
4109,101.2,0.010
4110,101.8,0.010
4111,101.8,0.010
4112,101.2,0.010
4113,102.7,0.010
4114,102.4,0.010
4115,-11.19999999999998,0.010
4116,101.2,0.010
4117,-11.39999999999998,0.010
4118,102.8,0.010
4119,101.5,0.010
4120,101.2,0.010
4121,102.1,0.010
4122,100.6,0.010
4123,-10.399999999999979,0.010
4124,101.8,0.010
4125,102.7,0.010
4126,101.2,0.010
4127,101.8,0.010
4128,165.10000000000002,0.010
4129,100.6,0.010
4130,-10.599999999999982,0.010
4131,100.5,0.010
4132,101.2,0.010
4133,102.1,0.010
4134,103.6,0.010
4135,101.8,0.010
4136,101.8,0.010
4137,101.2,0.010
4138,104.0,0.010
4139,101.2,0.010
4140,101.2,0.010
4141,100.2,0.010
4142,-10.999999999999984,0.010
4143,100.6,0.010
4144,101.8,0.010
4145,100.6,0.010
4146,-14.39999999999999,0.010
4147,101.2,0.010
4148,101.2,0.010
4149,101.2,0.010
4150,102.7,0.010
4151,106.9,0.010
4152,100.6,0.010
4153,99.7,0.010
4154,94.30000000000001,0.010
4155,101.8,0.010
4156,104.0,0.010
4157,101.2,0.010
4158,171.20000000000002,0.010
4159,100.0,0.010
4160,99.2,0.010
4161,99.7,0.010
4162,99.7,0.010
4163,101.8,0.010
4164,104.2,0.010
4165,175.3,0.010
4166,102.1,0.010
4167,101.8,0.010
4168,100.0,0.010
4169,103.6,0.010
4170,102.1,0.010
4171,100.6,0.010
4172,-10.399999999999983,0.010
4173,101.8,0.010
4174,101.8,0.010
4175,104.7,0.010
4176,101.2,0.010
4177,101.8,0.010
4178,101.2,0.010
4179,-12.799999999999985,0.010
4180,100.0,0.010
4181,101.2,0.010
4182,101.5,0.010
4183,101.8,0.010
4184,52.39999999999996,0.010
4185,102.9,0.010
4186,101.8,0.010
4187,99.7,0.010
4188,101.8,0.010
4189,-10.599999999999982,0.010
4190,101.8,0.010
4191,103.6,0.010
4192,72.9,0.010
4193,101.2,0.010
4194,101.8,0.010
4195,175.1,0.010
4196,109.9,0.010
4197,71.0,0.010
4198,99.2,0.010
4199,101.8,0.010
4200,101.2,0.010
4201,100.6,0.010
4202,99.7,0.010
4203,101.8,0.010
4204,101.8,0.010
4205,104.2,0.010
4206,101.8,0.010
4207,101.2,0.010
4208,101.8,0.010
4209,-10.799999999999983,0.010
4210,101.8,0.010
4211,103.8,0.010
4212,101.2,0.010
4213,100.0,0.010
4214,99.8,0.010
4215,101.4,0.010
4216,71.0,0.010
4217,101.8,0.010
4218,-10.599999999999982,0.010
4219,102.7,0.010
4220,102.7,0.010
4221,100.8,0.010
4222,100.6,0.010
4223,-10.39999999999998,0.010
4224,101.8,0.010
4225,-0.199999999999987,0.010
4226,101.8,0.010
4227,101.2,0.010
4228,101.4,0.010
4229,101.2,0.010
4230,101.2,0.010
4231,106.9,0.010
4232,100.6,0.010
4233,103.8,0.010
4234,101.8,0.010
4235,101.8,0.010
4236,99.7,0.010
4237,66.70000000000005,0.010
4238,101.8,0.010
4239,104.2,0.010
4240,106.3,0.010
4241,101.8,0.010
4242,102.7,0.010
4243,101.7,0.010
4244,100.3,0.010
4245,101.8,0.010
4246,99.7,0.010
4247,101.8,0.010
4248,104.2,0.010
4249,100.6,0.010
4250,101.2,0.010
4251,103.8,0.010
4252,-10.59999999999998,0.010
4253,101.8,0.010
4254,101.0,0.010
4255,101.8,0.010
4256,104.2,0.010
4257,99.7,0.010
4258,-10.599999999999982,0.010
4259,102.1,0.010
4260,103.6,0.010
4261,68.70000000000002,0.010
4262,101.4,0.010
4263,101.4,0.010
4264,101.8,0.010
4265,100.6,0.010
4266,-11.199999999999982,0.010
4267,101.8,0.010
4268,101.2,0.010
4269,102.7,0.010
4270,101.8,0.010
4271,103.8,0.010
4272,101.5,0.010
4273,104.1,0.010
4274,57.799999999999976,0.010
4275,101.8,0.010
4276,101.2,0.010
4277,100.6,0.010
4278,75.2,0.010
4279,101.8,0.010
4280,71.0,0.010
4281,100.6,0.010
4282,105.1,0.010
4283,101.2,0.010
4284,100.8,0.010
4285,102.3,0.010
4286,101.2,0.010
4287,104.1,0.010
4288,101.2,0.010
4289,104.2,0.010
4290,-10.39999999999998,0.010
4291,101.2,0.010
4292,100.6,0.010
4293,105.7,0.010
4294,99.4,0.010
4295,101.8,0.010
4296,101.5,0.010
4297,-10.599999999999982,0.010
4298,-11.799999999999988,0.010
4299,101.2,0.010
4300,100.6,0.010
4301,101.2,0.010
4302,101.8,0.010
4303,99.7,0.010
4304,-10.19999999999998,0.010
4305,81.69999999999996,0.010
4306,101.2,0.010
4307,73.5,0.010
4308,101.8,0.010
4309,-10.39999999999998,0.010
4310,101.8,0.010
4311,101.8,0.010
4312,100.3,0.010
4313,-10.39999999999998,0.010
4314,101.2,0.010
4315,175.1,0.010
4316,104.2,0.010
4317,101.2,0.010
4318,101.2,0.010
4319,100.6,0.010
4320,100.6,0.010
4321,145.0,0.010
4322,101.2,0.010
4323,101.8,0.010
4324,103.3,0.010
4325,-11.199999999999982,0.010
4326,100.3,0.010
4327,101.2,0.010
4328,101.2,0.010
4329,101.8,0.010
4330,101.8,0.010
4331,101.2,0.010
4332,99.7,0.010
4333,102.8,0.010
4334,166.9,0.010
4335,101.2,0.010
4336,-10.99999999999998,0.010
4337,102.3,0.010
4338,101.2,0.010
4339,101.2,0.010
4340,102.7,0.010
4341,-10.39999999999998,0.010
4342,101.2,0.010
4343,-13.39999999999998,0.010
4344,101.2,0.010
4345,101.8,0.010
4346,70.8,0.010
4347,103.8,0.010
4348,100.39999999999999,0.010
4349,101.8,0.010
4350,71.2,0.010
4351,101.2,0.010
4352,73.3,0.010
4353,101.8,0.010
4354,99.7,0.010
4355,-10.599999999999982,0.010
4356,101.2,0.010
4357,175.1,0.010
4358,99.7,0.010
4359,101.8,0.010
4360,102.7,0.010
4361,102.7,0.010
4362,-10.199999999999982,0.010
4363,101.2,0.010
4364,-10.39999999999998,0.010
4365,102.4,0.010
4366,101.8,0.010
4367,99.7,0.010
4368,101.2,0.010
4369,100.1,0.010
4370,101.8,0.010
4371,102.7,0.010
4372,101.2,0.010
4373,101.8,0.010
4374,-9.99999999999998,0.010
4375,-10.99999999999998,0.010
4376,22.099999999999998,0.010
4377,104.0,0.010
4378,-10.799999999999981,0.010
4379,99.7,0.010
4380,100.0,0.010
4381,75.2,0.010
4382,105.0,0.010
4383,101.8,0.010
4384,103.6,0.010
4385,101.8,0.010
4386,72.9,0.010
4387,101.2,0.010
4388,101.2,0.010
4389,-10.59999999999998,0.010
4390,101.8,0.010
4391,101.2,0.010
4392,-10.199999999999982,0.010
4393,101.8,0.010
4394,99.7,0.010
4395,101.8,0.010
4396,104.2,0.010
4397,-12.999999999999988,0.010
4398,-12.39999999999998,0.010
4399,101.8,0.010
4400,-10.79999999999998,0.010
4401,106.9,0.010
4402,101.2,0.010
4403,101.2,0.010
4404,100.8,0.010
4405,101.2,0.010
4406,-10.199999999999982,0.010
4407,101.2,0.010
4408,101.8,0.010
4409,-10.599999999999982,0.010
4410,101.8,0.010
4411,104.8,0.010
4412,-11.199999999999982,0.010
4413,104.2,0.010
4414,101.0,0.010
4415,-10.59999999999998,0.010
4416,101.8,0.010
4417,73.10000000000001,0.010
4418,-10.599999999999982,0.010
4419,99.7,0.010
4420,102.3,0.010
4421,101.2,0.010
4422,101.8,0.010
4423,101.8,0.010
4424,101.2,0.010
4425,161.0,0.010
4426,104.1,0.010
4427,101.8,0.010
4428,101.8,0.010
4429,105.5,0.010
4430,99.7,0.010
4431,75.0,0.010
4432,104.2,0.010
4433,101.2,0.010
4434,101.2,0.010
4435,-10.199999999999982,0.010
4436,101.5,0.010
4437,101.8,0.010
4438,101.8,0.010
4439,71.1,0.010
4440,101.2,0.010
4441,101.5,0.010
4442,99.7,0.010
4443,-10.59999999999998,0.010
4444,75.0,0.010
4445,101.8,0.010
4446,107.0,0.010
4447,102.7,0.010
4448,-10.599999999999982,0.010
4449,102.8,0.010
4450,101.2,0.010
4451,-10.39999999999998,0.010
4452,102.4,0.010
4453,62.40000000000001,0.010
4454,73.10000000000001,0.010
4455,175.1,0.010
4456,35.59999999999991,0.010
4457,104.2,0.010
4458,-10.799999999999983,0.010
4459,102.7,0.010
4460,100.6,0.010
4461,99.7,0.010
4462,101.2,0.010
4463,169.20000000000002,0.010
4464,101.2,0.010
4465,101.2,0.010
4466,101.2,0.010
4467,100.9,0.010
4468,101.8,0.010
4469,102.7,0.010
4470,107.4,0.010
4471,73.3,0.010
4472,101.2,0.010
4473,102.7,0.010
4474,101.2,0.010
4475,73.3,0.010
4476,102.1,0.010
4477,101.2,0.010
4478,101.8,0.010
4479,101.8,0.010
4480,71.0,0.010
4481,101.8,0.010
4482,100.0,0.010
4483,106.2,0.010
4484,-10.79999999999998,0.010
4485,100.6,0.010
4486,102.7,0.010
4487,101.8,0.010
4488,44.399999999999956,0.010
4489,70.8,0.010
4490,-10.39999999999998,0.010
4491,101.8,0.010
4492,71.2,0.010
4493,102.7,0.010
4494,99.7,0.010
4495,-10.399999999999983,0.010
4496,99.7,0.010
4497,106.9,0.010
4498,-9.499999999999988,0.010
4499,101.8,0.010
4500,75.4,0.010
4501,99.7,0.010
4502,75.0,0.010
4503,101.8,0.010
4504,102.7,0.010
4505,101.8,0.010
4506,100.1,0.010
4507,99.7,0.010
4508,-10.59999999999998,0.010
4509,-8.099999999999982,0.010
4510,101.2,0.010
4511,104.2,0.010
4512,100.3,0.010
4513,101.8,0.010
4514,101.4,0.010
4515,101.8,0.010
4516,104.5,0.010
4517,38.599999999999966,0.010
4518,8.800000000000013,0.010
4519,101.8,0.010
4520,101.8,0.010
4521,94.4,0.010
4522,104.2,0.010
4523,-10.199999999999982,0.010
4524,100.1,0.010
4525,101.8,0.010
4526,102.1,0.010
4527,101.8,0.010
4528,103.6,0.010
4529,101.8,0.010
4530,101.2,0.010
4531,105.7,0.010
4532,101.5,0.010
4533,-8.499999999999982,0.010
4534,99.7,0.010
4535,-10.59999999999998,0.010
4536,-10.39999999999998,0.010
4537,103.2,0.010
4538,101.2,0.010
4539,102.7,0.010
4540,101.8,0.010
4541,100.6,0.010
4542,101.8,0.010
4543,-10.199999999999982,0.010
4544,100.6,0.010
4545,100.1,0.010
4546,-10.39999999999998,0.010
4547,71.0,0.010
4548,101.2,0.010
4549,104.2,0.010
4550,100.0,0.010
4551,101.2,0.010
4552,99.7,0.010
4553,101.2,0.010
4554,101.2,0.010
4555,101.2,0.010
4556,-10.199999999999982,0.010
4557,102.1,0.010
4558,101.5,0.010
4559,103.8,0.010
4560,101.8,0.010
4561,99.7,0.010
4562,101.8,0.010
4563,101.8,0.010
4564,100.0,0.010
4565,100.0,0.010
4566,101.8,0.010
4567,101.2,0.010
4568,-10.199999999999982,0.010
4569,101.8,0.010
4570,101.2,0.010
4571,101.5,0.010
4572,104.2,0.010
4573,101.8,0.010
4574,101.2,0.010
4575,101.8,0.010
4576,101.4,0.010
4577,101.2,0.010
4578,101.2,0.010
4579,101.2,0.010
4580,102.1,0.010
4581,100.5,0.010
4582,101.8,0.010
4583,-10.799999999999981,0.010
4584,101.8,0.010
4585,100.6,0.010
4586,-10.399999999999983,0.010
4587,101.2,0.010
4588,99.7,0.010
4589,101.4,0.010
4590,101.2,0.010
4591,101.2,0.010
4592,171.0,0.010
4593,100.9,0.010
4594,101.2,0.010
4595,101.8,0.010
4596,102.1,0.010
4597,99.7,0.010
4598,101.2,0.010
4599,23.900000000000002,0.010
4600,104.2,0.010
4601,-1.7999999999999916,0.010
4602,101.8,0.010
4603,103.8,0.010
4604,99.7,0.010
4605,105.1,0.010
4606,101.2,0.010
4607,99.2,0.010
4608,101.2,0.010
4609,173.1,0.010
4610,101.8,0.010
4611,101.2,0.010
4612,101.2,0.010
4613,75.2,0.010
4614,99.2,0.010
4615,101.4,0.010
4616,100.6,0.010
4617,70.8,0.010
4618,101.4,0.010
4619,99.7,0.010
4620,101.8,0.010
4621,99.7,0.010
4622,102.4,0.010
4623,101.8,0.010
4624,100.6,0.010
4625,101.5,0.010
4626,101.2,0.010
4627,101.8,0.010
4628,-10.39999999999998,0.010
4629,99.7,0.010
4630,101.8,0.010
4631,101.8,0.010
4632,101.8,0.010
4633,101.5,0.010
4634,101.8,0.010
4635,-10.39999999999998,0.010
4636,99.1,0.010
4637,100.6,0.010
4638,101.2,0.010
4639,101.8,0.010
4640,99.0,0.010
4641,100.8,0.010
4642,100.6,0.010
4643,-10.19999999999998,0.010
4644,101.8,0.010
4645,92.10000000000001,0.010
4646,106.9,0.010
4647,99.7,0.010
4648,73.10000000000001,0.010
4649,99.7,0.010
4650,100.0,0.010
4651,100.6,0.010
4652,101.2,0.010
4653,-11.19999999999998,0.010
4654,100.6,0.010
4655,100.2,0.010
4656,103.8,0.010
4657,102.3,0.010
4658,104.2,0.010
4659,101.2,0.010
4660,101.8,0.010
4661,99.2,0.010
4662,101.2,0.010
4663,18.599999999999998,0.010
4664,99.7,0.010
4665,99.7,0.010
4666,101.8,0.010
4667,102.7,0.010
4668,-11.19999999999998,0.010
4669,-10.599999999999982,0.010
4670,101.8,0.010
4671,101.8,0.010
4672,101.2,0.010
4673,99.7,0.010
4674,101.6,0.010
4675,101.2,0.010
4676,101.0,0.010
4677,171.20000000000002,0.010
4678,101.2,0.010
4679,101.2,0.010
4680,101.2,0.010
4681,101.8,0.010
4682,101.2,0.010
4683,105.3,0.010
4684,101.8,0.010
4685,101.8,0.010
4686,101.2,0.010
4687,101.2,0.010
4688,99.7,0.010
4689,101.7,0.010
4690,101.2,0.010
4691,101.8,0.010
4692,105.7,0.010
4693,102.7,0.010
4694,101.5,0.010
4695,-10.199999999999982,0.010
4696,102.7,0.010
4697,101.2,0.010
4698,101.2,0.010
4699,175.3,0.010
4700,100.8,0.010
4701,-10.199999999999982,0.010
4702,-10.599999999999982,0.010
4703,-9.99999999999998,0.010
4704,104.2,0.010
4705,101.8,0.010
4706,104.2,0.010
4707,105.3,0.010
4708,103.0,0.010
4709,102.1,0.010
4710,-12.599999999999984,0.010
4711,101.2,0.010
4712,99.7,0.010
4713,101.8,0.010
4714,100.4,0.010
4715,-10.59999999999998,0.010
4716,105.0,0.010
4717,101.2,0.010
4718,102.7,0.010
4719,101.2,0.010
4720,104.2,0.010
4721,100.9,0.010
4722,102.7,0.010
4723,167.0,0.010
4724,101.2,0.010
4725,101.4,0.010
4726,101.2,0.010
4727,101.8,0.010
4728,73.10000000000001,0.010
